country,ico_start,ico_end,price_usd,success,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Slovenia,06/09/2018,06/10/2018,0.2,N,0.6,NA,1.08E+08,Yes,1,0,NA,1 ETH,Available,04/09/2018,05/09/2018,NA,ETH,https://gledos.io/docs/gledos-white-paper.pdf,https://www.linkedin.com/company/gledos/,https://www.github.com/gledosgit?tab=repositories,https://gledos.io?utm_source=icobench,3.9,32,1
Cayman Islands,18/06/2018,30/06/2018,7.00E-02,N,0.5,NA,5.00E+08,Yes,1,0,"Belarus, Burundi, Cayman Islands, Central African Republic, Cuba, Iran, North Korea, Philippines, Somalia, Sudan, Syria, USA, Zimbabwe.",0.15 ETH,NA,16/04/2018,30/05/2018,NA,"ETH, BTC, Fiat",https://globatalent.com/sport-blockchain/white-paper-Globatalent.pdf,https://www.linkedin.com/company/globatalent/,https://www.github.com/Globatalent?tab=repositories,https://globatalent.com/?utm_source=icobench,3.7,21,1
Switzerland,11/09/2018,24/10/2018,5.60E-03,N,0.45,NA,9.00E+09,Yes,1,0,"USA, China",NA,NA,03/07/2018,15/08/2018,4.57E-03,"ETH, BTC, LTC, Fiat",https://www.globecas.com/file/en_US/globecas_whitepaper.pdf,NA,https://www.github.com/globecas?tab=repositories,https://www.globecas.com/showcase/index?utm_source=icobench,3.1,8,1
Singapore,16/07/2018,30/11/2018,0.1,N,0.6,NA,6.00E+08,Yes,1,0,"USA, China",NA,Available,15/06/2018,15/07/2018,NA,ETH,https://goeureka.io/static/whitepaper/GOeureka-whitepaper.pdf,https://www.linkedin.com/company/goeurekatravel/,None,0,3.8,14,1
Zimbabwe,12/07/2018,12/10/2018,0.13,Y,NA,NA,730300000,No,1,0,NA,0.1 ETH,NA,07/06/2018,09/07/2018,NA,"BTC, ETH, LTC, BCH",https://goldma.io/assets/files/white-paperV6.pdf,https://www.linkedin.com/company/goldchip-mining-asset/,None,https://goldma.io/?utm_source=icobench,4.2,15,0
Switzerland,12/06/2018,03/07/2018,0.75,Y,0.35,NA,3.50E+07,Yes,1,0,USA,0.1 ETH,NA,NA,NA,NA,ETH,https://parkingo.io/whitepaper-parkingo.pdf,https://www.linkedin.com/company/parkingo/,https://www.github.com/parkingo?tab=repositories,https://parkingo.io/it/?utm_source=icobench,3.9,15,1
Austria,04/07/2018,15/08/2018,0.1,Y,0.42,NA,346500000,Yes,1,0,"USA and US territories, Mainland China, Iran, North Korea, Syria, Sudan, Cuba, lraq, Afghanistan, Somalia, Sudan, Libya, Algeria",NA,NA,NA,NA,NA,"Bitcoin, Ethereum, USD, EUR",https://grapevineworldtoken.io/docs/whitepaper.pdf,https://www.linkedin.com/company/grapevine-world-gmbh/,https://www.github.com/grapevineworld?tab=repositories,https://www.grapevineworldtoken.io?utm_source=icobench,3.9,16,1
Switzerland,01/08/2018,10/10/2018,9.00E-03,Y,0.6,NA,6.00E+08,No,1,0,"USA, China, Cuba, Iran, North Korea, Syria, Crimea",0.01 ETH,Available,09/04/2018,31/05/2018,7.97E-03,ETH,https://hihealth.io/assets/_HiHealthWPv0.1ENG.pdf,https://www.linkedin.com/company/hihealthapp/,https://www.github.com/HiHealthProject?tab=repositories,https://www.hihealth.io?utm_source=icobench,3.1,23,1
Australia,16/01/2019,14/03/2019,0.4,Y,0.5,NA,2.50E+08,No,1,0,NA,NA,Available,15/10/2018,12/11/2018,NA,ETH,https://www.instantaccessmedical.io/documents/Litepaper.pdf,NA,https://www.github.com/instantaccessmedical?tab=repositories,https://www.instantaccessmedical.io/?utm_source=icobench,3.9,8,1
Canada,15/10/2018,15/11/2018,0.09,N,0.67,NA,212500000,No,1,0,China,0.1 ETH,NA,01/08/2018,14/08/2018,0.09,"BTC, ETH, LTC, Fiat",https://www.icebreakerar.com/whitepaper.pdf,https://www.linkedin.com/company/ice-breaker-ar/,https://www.github.com/IceBreakerAR?tab=repositories,https://www.icebreakerar.com?utm_source=icobench,3.9,18,1
Latvia,08/05/2018,08/06/2018,NA,N,0.33,NA,2.00E+07,Yes,1,0,"USA, China, Singapore",NA,Available,NA,NA,NA,ETH,https://drive.google.com/file/d/1hs-RWInvpc_p7UpjIvUU1xNuqIvUi4Rn/view,NA,https://www.github.com/icopass?tab=repositories,https://www.icopass.id?utm_source=icobench,4.1,8,1
Brazil,01/05/2018,31/05/2018,1.80E-02,Y,0.85,NA,4.25E+08,Yes,1,0,NA,ICO: 0.1 ETH  -  PRE-ICO: 5 ETH,NA,08/02/2018,20/02/2018,2.70E-02,ETH,https://goo.gl/nNJJXZ,https://www.linkedin.com/company/joiniconic/,https://www.github.com/joiniconic?tab=repositories,http://www.joiniconic.com?utm_source=icobench,4.2,18,1
Switzerland,30/10/2018,30/11/2018,0.3,Y,0.6,NA,1.20E+08,Yes,1,0,NA,100 USD,Available,24/09/2018,08/10/2018,NA,ETH,https://icovo.co/whitepaper/wp_service_en.pdf,https://www.linkedin.com/company/icovo/,https://www.github.com/icovo?tab=repositories,https://icovo.co/?utm_source=icobench,3.7,15,1
Singapore,30/11/2018,30/12/2018,0.6202,Y,0.25,NA,162500000,No,0,0,NA,1 ETH,Available,15/11/2018,30/11/2018,0.90403,ETH,http://www.idacpro.io/assets/files/Whitepaper_en.pdf,https://www.linkedin.com/company/coinchase/,https://www.github.com/idacpro?tab=repositories,http://www.idacpro.io?utm_source=icobench,2.7,17,1
Switzerland,04/06/2018,04/10/2018,5.9298,N,0.6,NA,NA,Yes,1,0,NA,0.1 ETH,Available,NA,NA,NA,ETH,https://myidm.io/img/doc/wp_en.pdf,NA,https://www.github.com/IdealDataMemory?tab=repositories,https://myidm.io/?utm_source=icobench,4.3,9,1
Costa Rica,01/07/2018,31/08/2018,0.3404,N,0.45,NA,1.60E+07,Yes,0,0,"USA, China",0.1 ETH,Available,01/06/2018,30/06/2018,0.435032272,ETH,https://idmoney.io/wp-content/uploads/2018/03/IDMONEY-WhitePaper-v.1.0.0.pdf,https://www.linkedin.com/company/idmoney/,https://www.github.com/IDMONEY?tab=repositories,https://idmoney.io?utm_source=icobench,3.5,28,1
Singapore,18/07/2018,06/08/2018,0.04,Y,0.4,NA,4.00E+08,Yes,1,0,"USA, China",NA,NA,06/07/2018,13/07/2018,0.04,"BTC, ETH",https://inmediate.io/Inmediate_Whitepaper.pdf,https://www.linkedin.com/company/inmediatesg/,https://www.github.com/Inmediate?tab=repositories,https://www.inmediate.io?utm_source=icobench,4.1,20,0
UK,15/08/2018,30/09/2018,4.65E-02,N,0.6,NA,1.26E+08,No,0,0,NA,NA,Available,26/05/2018,15/07/2018,7.63E-02,"ETH, BTC",https://investinbrokers.com/whitepaper.pdf,NA,https://www.github.com/InvestInBrokers?tab=repositories,https://investinbrokers.com?utm_source=icobench,3.8,16,1
Australia,15/04/2018,30/09/2018,2.36E-02,Y,0.55,NA,3.20E+08,No,1,0,"USA, China",0.1 ETH,NA,15/03/2018,24/03/2018,6.11E-02,ETH,https://invoxfinance.io/docs/Invox-Whitepaper.pdf,https://www.linkedin.com/company/invox-finance/,https://www.github.com/Invox-FiNonence?tab=repositories,https://www.invoxfinance.io/?utm_source=icobench,4.4,17,1
UK,18/09/2018,18/02/2019,0.28,Y,575,NA,2.00E+08,Yes,1,0,NA,NA,NA,18/08/2018,18/09/2018,NA,ETH,https://iou.io/assets/pdf/whitepaper.pdf,NA,https://www.github.com/iouico?tab=repositories,https://iou.io/?utm_source=icobench,4.2,33,1
Estonia,01/11/2018,15/01/2019,0.42,Y,NA,NA,82308213,Yes,1,0,"USA, Cyprus, Burma, Cuba, Iran, North Korea, Syria, Crimea Region, Bangladesh, Bolivia, Sudan, Ecuador, Egypt, Kyrgyzstan, Japan, Korea, China, Morocco and Namibia",100 USD,Available,20/06/2018,30/08/2018,NA,"ETH, BTC, Fiat",https://ironx.io/IronX_WP_Version_1.2.pdf,https://www.linkedin.com/company/ironx-exchange/,https://www.github.com/IronX-Token?tab=repositories,https://ironx.io/?utm_source=icobench,4.3,29,1
Netherlands,15/02/2019,15/05/2019,1,N,765,NA,267750000,No,1,0,"USA, Canada, China",100 USD,NA,15/11/2018,15/02/2019,0.5,ETH,NA,https://www.linkedin.com/company/international-sky-group/,https://www.github.com/ISGworld?tab=repositories,https://isgworld.net?utm_source=icobench,3.9,14,1
Singapore,18/07/2018,31/08/2018,0.01,N,0.5,NA,5.00E+09,No,1,0,"Singapore, China, USA",0.2 ETH,NA,13/11/2017,29/11/2017,NA,"BTC, ETH, Fiat, Various",NA,https://www.linkedin.com/company/izetex/,https://www.github.com/izetex?tab=repositories,http://izx.io/?utm_source=icobench,4.2,16,1
Cayman Islands,01/12/2018,30/04/2019,4.75E-02,Y,0.75,NA,1.00E+08,Yes,1,0,China,0.4 ETH,Available,01/11/2018,30/11/2018,NA,ETH,https://javvy.com/wp-content/uploads/2017/09/javvy_crypto-solution-white-paper.pdf,https://www.linkedin.com/company/javvy/,https://www.github.com/javvycrypto?tab=repositories,https://javvy.com/?utm_source=icobench,3.7,12,1
Germany,01/11/2018,15/03/2019,0.05,Y,0.6,NA,6.00E+07,Yes,1,0,"USA, Canada, China",100 USD,Available,01/07/2018,30/10/2018,NA,ETH,https://jibbit.io/whitepaper,https://www.linkedin.com/company/jibbit/,https://www.github.com/JibbitGmbH?tab=repositories,https://jibbit.io/?utm_source=icobench,4.1,30,1
Russia,21/06/2018,10/04/2018,0.05,Y,0.35,NA,3.50E+09,No,1,0,NA,400 USD,Available,16/05/2018,31/05/2018,2.50E-02,"ETH, BTC, BTH, LTC",https://download.joys.digital/docs/JOYS_White_Paper-EN.pdf,https://www.linkedin.com/company/joys-digital/,https://www.github.com/Joys-digital?tab=repositories,https://joys.digital/?utm_source=icobench,3.5,15,1
Estonia,12/02/2018,30/04/2018,0.51,Y,0.7,NA,2.10E+07,No,0,0,NA,NA,NA,23/10/2017,13/11/2017,0.36,"ETH, BTC, LTC, ETC, BCH",https://jury.online/static/documents/Applied%20whitepaper.pdf,https://www.linkedin.com/company/juryonline/,https://www.github.com/juryonline?tab=repositories,https://jury.online/?utm_source=icobench,4.1,10,1
UK,06/09/2018,31/12/2018,4.60E-02,N,0.8,NA,3.20E+07,No,1,0,NA,0.05 ETH,Available,NA,NA,NA,"ETH, KICK",https://ksystems.io/DOCS/WhitePapers/KSYS_White_Paper_EN.pdf,NA,https://www.github.com/ksystemsio?tab=repositories,https://ico.ksystems.io/?utm_source=icobench,3.3,12,1
Switzerland,12/06/2018,25/06/2018,0.1178,Y,0.67,NA,4.00E+08,Yes,1,0,"USA, China, North Korea, Iran",0.1 ETH,NA,01/07/2018,30/06/2018,0.116614,"BTC, ETH, Fiat",https://tokensale.kasko2go.com/uploads/document/file/29/kasko2go__whitepaper.pdf,https://www.linkedin.com/company/kasko2go/,https://www.github.com/Kasko2Go?tab=repositories,https://tokensale.kasko2go.com?utm_source=icobench,3.8,10,1
Georgia,29/06/2018,21/11/2018,0.05,Y,NA,NA,5.00E+08,Yes,1,0,NA,1 ETH,NA,22/05/2018,05/06/2018,NA,"ETH, BTC",https://www.keplertek.org/v2/WP.pdf,https://www.linkedin.com/company/keplertektechnologies/,https://www.github.com/KeplerTek?tab=repositories,https://keplertek.io?utm_source=icobench,4.4,15,1
Canada,01/11/2018,30/11/2018,0.1,N,0.55,NA,3.90E+08,Yes,1,0,"USA, China, South Korea, Singapore",40 USD,Available,05/09/2018,26/09/2018,0.06,ETH,https://app.box.com/s/dsdgysn33e7qntd91sxtm0yvpggpgitv,NA,None,https://laccoin.io/?utm_source=icobench,3.3,10,1
Switzerland,16/07/2018,15/01/2019,3.49E-02,N,0.3,NA,3.00E+09,Yes,1,0,USA,100 USD,Available,01/02/2018,01/06/2018,0.01,"ETH, BTC, BCH, Fiat",https://lapo.io/files/lapo-whitepaper.pdf,https://www.linkedin.com/company/lapo-blockchain/,https://www.github.com/LapoLab?tab=repositories,https://lapo.io?utm_source=icobench,4,15,0
South Korea,25/11/2017,31/12/2017,0.103,Y,0.4,NA,5.00E+08,No,1,0,NA,1 ETH,NA,21/10/2017,24/11/2017,NA,ETH,https://docs.wixstatic.com/ugd/538a55_718aea0a7ee54548a8ea1cded9c1689b.pdf,https://www.linkedin.com/company/linkercoin/,https://www.github.com/linkercoinfoundation?tab=repositories,https://www.linkercoin.com/en?utm_source=icobench,3.8,14,1
Germany,03/12/2018,23/12/2018,0.7,Y,0.8,NA,2.40E+08,Yes,1,0,NA,0.5 ETH,Available,12/11/2018,30/11/2018,NA,"ETH, Fiat",http://litenett.com/WP_Litenett_EN.pdf,NA,https://www.github.com/litenett?tab=repositories,http://litenett.com/?utm_source=icobench,3.6,9,1
Liechtenstein,18/03/2019,26/03/2019,0.1,Y,0.5,NA,8.00E+07,Yes,1,0,"USA, China",NA,Available,NA,NA,NA,"BTC, ETH",https://www.lition.io/docs/Lition_Whitepaper.pdf,https://www.linkedin.com/company/effectai/,https://www.github.com/lition-blockchain?tab=repositories,https://www.lition.io/?utm_source=icobench,4.3,18,1
Estonia,15/08/2019,30/09/2019,0.1,N,0.3,NA,3.00E+08,Yes,0,0,NA,500 MAP,Available,19/11/2018,01/01/2019,0.1,"BTC, ETH, LTC, XRP",https://maesterprotocol.com/MaesterProtocol_Whitepaper_V1.0.pdf,https://www.linkedin.com/company/maester-protocol/,https://www.github.com/MaesterProtocol?tab=repositories,https://www.maesterprotocol.com?utm_source=icobench,3.9,38,1
UK,11/04/2018,31/05/2018,5.50E-02,Y,0.7,NA,2.10E+08,No,1,0,None,NA,Available,10/04/2018,11/04/2018,2.94E-02,"ETH, LTC, BTC",https://www.marginless.io/docs/MRS_Whitepaper.pdf,https://www.linkedin.com/company/marginless/,https://www.github.com/MarginlessNetwork?tab=repositories,https://www.marginless.io?utm_source=icobench,3.5,17,1
South Korea,04/02/2019,05/02/2019,0.1914,N,0.1,NA,NA,Yes,1,0,USA,0.5 ETH,Available,02/02/2019,03/02/2019,0.11043026,ETH,http://www.meconcash.com/whitepaper/MeconCash_Whitepaper_V1.0_Eng.pdf,NA,https://www.github.com/mecon-coin?tab=repositories,http://www.meconcash.com/index_en.html?utm_source=icobench,4.1,12,0
Singapore,01/09/2018,31/12/2018,1,Y,0.78,NA,2.40E+07,No,0,0,NA,NA,NA,27/11/2017,29/11/2017,0.6,"BTC, ETH, LTC, DASH",https://miralab.io/Mira_WhitePaper_EN.pdf,https://www.linkedin.com/company/miralab/,https://www.github.com/mira-lab?tab=repositories,https://miralab.io/index.html?utm_source=icobench,3.3,5,1
UK,07/02/2018,07/06/2018,5.00E-03,Y,0.45,NA,10120000,Yes,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, BCH, LTC",https://moneytoken.com/doc/MoneyTokenWP_ENG.pdf,NA,https://www.github.com/MoneyToken?tab=repositories,https://moneytoken.com/?utm_source=icobench,4.2,15,1
Singapore,24/03/2018,15/04/2018,6.38E-02,Y,0.25,NA,2.00E+08,Yes,1,0,USA,NA,NA,10/03/2018,23/03/2018,NA,ETH,NA,https://www.linkedin.com/company/morpheuslabs-io/,https://www.github.com/Morpheuslabs-io?tab=repositories,https://token.morpheuslabs.io?utm_source=icobench,3.9,10,1
Netherlands,15/05/2019,01/05/2020,1.1184,N,0.4,NA,7.00E+08,Yes,1,0,USA,0.1 ETH,Available,01/07/2018,09/10/2018,0.5781485,"ETH, BTC, LTC, EUR, USD",https://multiven.io/multiven.pdf,https://www.linkedin.com/company/multiven/,https://www.github.com/Multiven-Group-BV?tab=repositories,https://multiven.io?utm_source=icobench,4.1,11,1
Malta,01/05/2018,24/06/2018,1,Y,0.76,NA,1.41E+08,No,1,0,NA,NA,Available,01/03/2018,31/03/2018,1,"ETH, BTC, LTC, DASH, ETC",https://www.multiversum.io/whitepaper/multiversum_eng_wp.pdf,https://www.linkedin.com/company/multiversum-blockchain/,https://www.github.com/MultiversumBlockchain?tab=repositories,https://www.multiversum.io/?utm_source=icobench,3.6,16,1
Germany,09/06/2018,09/07/2018,6.96E-02,N,0.4,NA,4.00E+08,Yes,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, fiat",https://www.multra.io/files/bounty_scheme.pdf,https://www.linkedin.com/company/multra-group/,https://www.github.com/multra-gmbh?tab=repositories,https://www.multra.io?utm_source=icobench,3.6,15,1
Estonia,11/09/2018,31/01/2019,0.38,Y,0.65,NA,5.17E+08,No,1,0,USA,50 USD,Available,16/07/2018,16/08/2018,NA,"ETH, BTC, EOS, LTC, USD, BCH",https://mycryptobank.io/docs/MyCryptoBank-white-paper.pdf,NA,https://www.github.com/MyCryptoBank?tab=repositories,https://mycryptobank.io?utm_source=icobench,4.1,18,0
UK,01/05/2019,29/05/2019,4.23E-02,N,0.5,NA,1.00E+08,Yes,1,0,"USA, South Korea",50 USD,Available,01/04/2019,29/04/2019,NA,ETH,https://n.exchange/n_exchange_whitepaper.pdf,https://www.linkedin.com/company/n-exchange/,https://www.github.com/onitsoft?tab=repositories,https://n.exchange/ico/?utm_source=icobench,3.9,10,1
Spain,01/02/2019,01/04/2019,8.01E-02,N,1,NA,2.86E+08,Yes,1,0,"USA, China, Korea",10 ETH,NA,NA,NA,NA,"ETH, BTC, Fiat",http://www.ico.netscouters.com/video/wp.pdf,https://www.linkedin.com/company/netscouters-international/,https://www.github.com/Netscouters?tab=repositories,https://ico.netscouters.com?utm_source=icobench,4.1,20,1
Estonia,01/03/2019,30/04/2019,0.01,N,675,NA,2.70E+09,Yes,1,0,"USA, Bangladesh, China, Japan",NA,NA,15/05/2018,NA,NA,"ETH, BTC, LTC, BCH",https://nobar.io/data/nobar-whitepaper.pdf,https://www.linkedin.com/company/nobarcrypto/,https://www.github.com/TIJJOY?tab=repositories,https://nobar.io/?utm_source=icobench,3.6,20,1
Russia,22/11/2018,30/07/2019,1.68E-02,Y,0.75,NA,NA,Yes,0,0,NA,0.01 ETH,Available,11/10/2018,31/10/2018,8.22E-03,"BTC, ETH",https://drive.google.com/file/d/1Y90UMsa0fKWAs7J2gG7gNnZFEqlfVJf4/view,https://www.linkedin.com/company/nodvix/,https://www.github.com/Nodvix?tab=repositories,http://nodvix.com?utm_source=icobench,3.4,7,1
Estonia,26/12/2019,12/02/2020,1.00E-03,Y,0.78,NA,1.00E+13,No,1,0,USA,1000 USD,Available,25/11/2019,25/12/2019,1.00E-03,"ETH, BTC, USDT, USD, EUR",https://okschain.com/documents/okschain_wp_eng_1.0.pdf,https://www.linkedin.com/company/ftec-io,https://www.github.com/Okschain?tab=repositories,https://okschain.com/en?utm_source=icobench,3.9,4,1
UK,28/03/2018,04/06/2018,0.46,Y,0.55,NA,5.50E+07,No,1,0,NA,150 USD,NA,30/01/2018,16/02/2018,0.4,"ETH, BTC, WIRE",https://files.acrobat.com/a/preview/75fe0af9-d98b-4002-863c-138b43a131ef,NA,https://www.github.com/alvaradojl?tab=repositories,https://omnitude.tech?utm_source=icobench,4.3,19,0
British Virgin Islands,20/11/2018,21/12/2018,0.08,Y,0.65,NA,1.95E+08,Yes,1,0,"USA, China, North Korea, Iran, Iraq",NA,Available,16/10/2018,20/11/2018,NA,"ETH, BTC",https://onam.io/wp-content/uploads/2018/10/Whitepaper-v1.5.pdf,https://www.linkedin.com/company/fxpay,https://www.github.com/ONonemExchange?tab=repositories,https://onam.io?utm_source=icobench,3.8,16,1
USA,20/07/2018,20/08/2018,7.50E-03,N,0.2,NA,2.00E+09,Yes,1,0,"China, Singapore, South Korea, USA",0.2 ETH,Available,NA,NA,NA,ETH,http://one.game/whitepaper_en.pdf,https://www.linkedin.com/company/one-game-foundation/,https://www.github.com/OneGameFoundation?tab=repositories,http://one.game/?utm_source=icobench,3.7,15,1
Singapore,01/10/2018,31/12/2018,0.4615,Y,0.4,NA,4.00E+07,Yes,1,0,"India, China, USA",1 ETH,NA,01/09/2018,30/09/2018,NA,ETH,NA,NA,https://www.github.com/opetfoundation?tab=repositories,http://opetfoundation.com?utm_source=icobench,4,25,1
Serbia,09/09/2018,30/07/2019,39383.9996,N,0.84,NA,2.10E+08,No,1,0,USA,NA,Available,26/08/2018,09/09/2018,55039.3982,"BTC, ETH",https://www.oicoin.io/oicoin_whitepaper.pdf,https://www.linkedin.com/company/oicoin-osmium-investment-coin/,https://www.github.com/OsmiumInvestmentCoin?tab=repositories,https://www.oicoin.io/?utm_source=icobench,4.2,16,1
UK,09/01/2019,09/03/2019,7.50E-03,N,NA,NA,2.10E+08,Yes,0,0,Syria,0.1 ETH,Available,NA,NA,NA,ETH,https://www.paradisetoken.co.uk/assets/files/ParadiseWhitePaper.pdf,NA,https://www.github.com/ParadiseToken?tab=repositories,https://www.paradisetoken.co.uk?utm_source=icobench,3.9,8,1
Canada,01/11/2018,30/11/2018,0.5,N,475,NA,8.50E+07,Yes,1,0,NA,"1,000 PARK",NA,15/08/2018,15/09/2018,NA,"BTC, ETH",https://parkres.org/Parkreswhitepaper.pdf,https://www.linkedin.com/company/parkresico/,https://www.github.com/ParkresOrg?tab=repositories,https://parkres.org?utm_source=icobench,3.8,11,1
Russia,10/05/2018,13/06/2018,1.50E-02,Y,0.85,NA,8.50E+08,Yes,0,0,"China, USA",NA,Available,27/03/2018,30/03/2018,NA,"BTC, ETH",https://ico.paymon.org/assets/ico/docs/White_Paper_version_2_0_eng.pdf,https://www.linkedin.com/company/paymonltd/,https://www.github.com/PaymonTeam?tab=repositories,https://ico.paymon.org?utm_source=icobench,4.3,21,1
UK,20/06/2019,28/08/2019,0.39,N,0.38,NA,2.00E+07,No,0,0,NA,NA,Available,28/04/2019,17/05/2019,NA,ETH,NA,https://www.linkedin.com/company/pcore-limited/,https://www.github.com/PcoreOfficial?tab=repositories,https://Pcore.co?utm_source=icobench,3.9,4,1
Singapore,26/01/2019,25/05/2019,1.72E-02,N,0.9,NA,8.10E+08,No,1,0,NA,NA,NA,05/01/2019,25/01/2019,NA,"ETH, BTC",https://www.petchains.io/whitepaper/Petchains.pdf,https://www.linkedin.com/company/petchains-ptcsio-foundation-ltd/,https://www.github.com/Petchain?tab=repositories,https://www.ptcs.io/?utm_source=icobench,3.6,6,1
Estonia,08/01/2018,07/09/2018,0.12,N,0.79,NA,1.80E+08,Yes,1,0,USA,0.2 ETH,Available,NA,NA,NA,"ETH, BTC",https://docs.google.com/document/d/1C4UPA9-9o2cOLJOEYMIVwN_Fi3Ebtn2YcRua58hQ7_0,https://www.linkedin.com/company/photochain/,https://www.github.com/photochain?tab=repositories,https://photochain.io/?utm_source=icobench,4.3,23,1
USA,01/07/2018,28/03/2019,9.08E-02,Y,0.6,NA,1.20E+08,No,1,0,KYC based,1 ETH,NA,NA,NA,NA,"ETH, USD",https://tokensale.ponderapp.co/pdf/ponder_whitepaper_en.pdf,https://www.linkedin.com/company/27176560/,https://www.github.com/ponder-matchmaking?tab=repositories,https://tokensale.ponderapp.co?utm_source=icobench,3.9,22,1
Switzerland,20/07/2018,30/09/2018,0.348,Y,761,NA,53245907,No,1,0,"USA, China, Canada, Israel, South Korea, Vietnam",0.1 ETH,Available,18/06/2018,20/07/2018,0.2551109,ETH,https://www.poolofstake.io/#Whitepaper,https://www.linkedin.com/company/pool-of-stake/,https://www.github.com/poolofstake?tab=repositories,https://www.poolofstake.io/?utm_source=icobench,4.3,13,1
United Arab Emirates,16/05/2018,01/10/2018,0.1182,N,617,NA,61700000,Yes,1,0,USA,1 EUR,Available,01/05/2018,15/05/2018,7.85E-02,"ETH, BTC, DOGE, DASH, LTC",https://drive.google.com/open?id=1xghz7X5ytJ4_X1oonViiK0tTEI9ZBHuz,https://www.linkedin.com/company/productivist/,https://www.github.com/Productivist?tab=repositories,https://ico.productivist.com/?utm_source=icobench,3.9,23,1
Isle of Man,03/05/2018,10/05/2018,0.1062,Y,0.33,NA,9.90E+08,Yes,1,0,USA,NA,NA,16/04/2018,27/04/2018,NA,"ETH, BTC, Fiat",NA,https://www.linkedin.com/company/project-shivom/,None,https://shivom.io/?utm_source=icobench,3.9,6,1
UK,11/01/2019,11/04/2019,3.80E-03,Y,0.5,NA,5.50E+08,Yes,1,0,"USA, Hong Kong, Singapore",0.071 ETH,Available,NA,NA,NA,ETH,https://toss.pro/wp-content/uploads/2018/02/White_Paper_PROOF-OF-TOSS-WHITEPAPER.pdf,https://www.linkedin.com/company/proof-of-toss/,https://www.github.com/ProofOfToss?tab=repositories,https://toss.pro/?utm_source=icobench,3.7,16,1
Switzerland,02/04/2018,30/04/2018,1.58,Y,0.6819,NA,3.10E+07,Yes,1,0,"USA, China, North Korea, Syria, Iran, Cuba, Crimea Region",1 ETH,NA,19/03/2018,01/04/2018,0.810372654,ETH,https://objects-us-west-1.dream.io/files.quant.network/Quant_Overledger_Whitepaper_v0.1.pdf,https://www.linkedin.com/company/quantnetwork/,https://www.github.com/quantnetwork?tab=repositories,https://www.quant.network/?utm_source=icobench,4.2,8,1
Cayman Islands,10/06/2018,30/06/2018,1.088,Y,786,NA,5.50E+07,Yes,1,0,"USA, North Korea, Cuba, Iran, Syria",15 ETH for Pre-Sale,NA,27/02/2018,27/03/2018,1.097831269,ETH,https://goo.gl/ZmucrR,https://www.linkedin.com/company/qurrex/,https://www.github.com/Qurrex?tab=repositories,https://qurrex.com/?utm_source=icobench,4.2,14,1
Australia,05/11/2018,05/12/2018,0.04,N,0.35,NA,2.00E+09,Yes,1,0,"USA, Canada, China, New Zealand",NA,Available,NA,NA,NA,"ETH, BTC, XLM",https://www.raintoken.org/static/file/RAIN-Token-White-Paper.pdf,https://www.linkedin.com/company/raincheckit/,https://www.github.com/raintoken?tab=repositories,https://raintoken.org/?utm_source=icobench,4.3,23,0
Malta,16/10/2018,28/02/2019,1.2607,N,0.44,NA,2.64E+08,Yes,1,0,NA,100 USD,NA,NA,NA,NA,ETH,https://rento-app.io/assets/whitepaper.pdf,https://www.linkedin.com/company/rento-app/,https://www.github.com/RentoApp?tab=repositories,https://rento-app.io/?utm_source=icobench,3.8,18,1
Cyprus,01/06/2019,30/09/2019,1.12E-02,Y,0.6,NA,2.70E+09,No,1,0,"USA, Puerto Rico, South Korea, China",0.1 ETH,Available,01/08/2018,31/12/2018,1.14E-02,"ETH, BTC, BCH, LTC",https://review.network/static/assets/whitepaper/whitepaper.pdf,https://www.linkedin.com/company/review-network/,https://www.github.com/ReviewNetwork?tab=repositories,https://review.network?utm_source=icobench,3.4,17,1
